agent_id,region,prefecture,commune,canton,operateur_source,sert_togocom,sert_moov,lon,lat,classe_operateur,unite_commune,prefecture_geom,coherence_geo,dist_km_BQ_ACT,dist_km_BQ_NR,dist_km_BQ_NOP,dist_km_MF_ACT,dist_km_MF_NR,dist_km_MF_NOP,dist_km_MU_ACT,dist_km_MU_NR,dist_km_MU_NOP,dist_km_AS_ACT,dist_km_AS_NR,dist_km_AS_NOP
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c5d,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.2153783333333334,9.564808333333334,Togocom seul,Kozah 1,Kozah,Concordant,2.735,3.169,112.56,2.549,3.232,25.23,344.275,366.405,,2.965,2.669,226.846
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c5c,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.2155716666666665,9.564485,Togocom seul,Kozah 1,Kozah,Concordant,2.728,3.164,112.546,2.561,3.225,25.272,344.237,366.369,,2.953,2.681,226.811
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c5b,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.2143548433477942,9.566360327664228,Togocom seul,Kozah 1,Kozah,Concordant,2.769,3.193,112.622,2.493,3.268,25.025,344.461,366.58,,3.021,2.608,227.015
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c5a,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,False,False,1.2069916666666667,6.1580900000000005,Non renseigné,Golfe 3,Golfe,Concordant,0.881,0.965,4.446,0.958,1.127,4.443,4.429,15.638,,0.565,2.108,3.2
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c59,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.2101716666666666,9.570516666666666,Togocom seul,Kozah 1,Kozah,Concordant,2.846,3.222,112.69,2.29,3.334,24.404,344.978,367.053,,3.157,2.385,227.463
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c58,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.2097799999999999,9.567533333333333,Togocom seul,Kozah 1,Kozah,Concordant,2.545,2.935,112.405,2.083,3.038,24.681,344.655,366.723,,2.845,2.188,227.13
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c57,Kara,Kozah,Kozah 4,Atchangbadè,Togocom,True,False,1.0934783333333333,9.476551666666667,Togocom seul,Kozah 4,Kozah,Concordant,13.043,13.416,96.572,12.943,13.063,32.22,336.576,357.164,,13.316,14.158,217.003
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c56,Kara,Kozah,Kozah 4,Atchangbadè,Togocom,True,False,1.1325166666666666,9.479566666666667,Togocom seul,Kozah 4,Kozah,Concordant,9.787,10.006,99.471,9.542,9.68,31.947,336.2,357.261,,10.021,10.976,217.26
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c55,Kara,Kozah,Kozah 1,Commune De Kara,Nsp,False,False,1.1885116666666666,9.543735,Non renseigné,Kozah 1,Kozah,Concordant,0.503,0.596,108.881,0.129,0.276,26.205,342.345,364.143,,0.607,1.751,224.428
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c54,Kara,Kozah,Kozah 1,Commune De Kara,Nsp,False,False,1.1885266666666667,9.543751666666667,Non renseigné,Kozah 1,Kozah,Concordant,0.501,0.594,108.883,0.127,0.274,26.204,342.347,364.145,,0.605,1.749,224.43
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c53,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.197595,9.56461,Moov + Togocom,Kozah 1,Kozah,Concordant,1.694,1.998,111.313,0.814,2.165,24.409,344.509,366.433,,1.695,0.884,226.77
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c52,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6048766666666666,9.708413333333334,Non renseigné,Dankpen 1,Dankpen,Concordant,1.967,2.632,103.006,1.932,66.594,55.596,374.326,389.689,,53.2,66.44,249.97
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c51,Kara,Kozah,Kozah 1,Commune De Kara,Nsp,False,False,1.1763433333333335,9.512576666666666,Non renseigné,Kozah 1,Kozah,Concordant,4.216,4.254,105.356,3.84,3.989,29.127,339.103,360.725,,4.283,5.447,220.942
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c50,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.1722469475494932,9.54169270033743,Togocom seul,Kozah 1,Kozah,Concordant,1.796,2.312,107.588,1.883,1.958,25.884,342.371,363.977,,2.054,2.887,224.174
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c4f,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.1741140343066254,9.540963350919597,Togocom seul,Kozah 1,Kozah,Concordant,1.666,2.141,107.652,1.7,1.784,26.018,342.262,363.888,,1.936,2.797,224.095
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c4e,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1743799983510244,9.540755413091592,Moov + Togocom,Kozah 1,Kozah,Concordant,1.656,2.121,107.652,1.678,1.764,26.048,342.234,363.864,,1.929,2.794,224.073
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c4d,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1734553529601093,9.54320846424996,Moov + Togocom,Kozah 1,Kozah,Concordant,1.599,2.142,107.802,1.728,1.793,25.758,342.519,364.14,,1.851,2.675,224.344
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c4c,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.1980716666666666,9.570651666666667,Togocom seul,Kozah 1,Kozah,Concordant,2.094,2.662,111.871,1.42,2.834,23.816,345.168,367.103,,2.094,1.455,227.443
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c4b,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.1979716666666667,9.570833333333333,Togocom seul,Kozah 1,Kozah,Concordant,2.099,2.679,111.88,1.434,2.852,23.793,345.19,367.124,,2.099,1.468,227.463
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c4a,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.19433931546644,9.561159743919887,Togocom seul,Kozah 1,Kozah,Concordant,1.215,1.549,110.79,0.293,1.733,24.623,344.177,366.06,,1.234,0.363,226.379
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c49,Kara,Dankpen,Dankpen 1,Katchamba,Nsp,False,False,0.53002,9.887055,Non renseigné,Dankpen 1,Dankpen,Concordant,23.414,24.065,122.829,10.745,78.676,64.828,395.737,410.793,,74.69,81.17,271.241
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c48,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1916116666666667,9.561031666666667,Moov + Togocom,Kozah 1,Kozah,Concordant,0.936,1.525,110.593,0.272,1.687,24.524,344.204,366.055,,0.941,0.208,226.358
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c47,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,True,False,1.1841187772133603,9.523901017987246,Togocom seul,Kozah 1,Kozah,Concordant,2.754,2.765,106.87,2.379,2.528,28.149,340.228,361.954,,2.764,4.008,222.214
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c46,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",True,True,1.1904733333333333,9.520445,Moov + Togocom,Kozah 1,Kozah,Concordant,3.055,3.0,107.021,2.703,2.815,28.726,339.751,361.548,,2.853,4.307,221.843
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c45,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2437454637422123,9.351202499380303,Moov + Togocom,Assoli 1,Assoli,Concordant,0.616,22.522,97.786,0.172,22.316,48.43,320.32,342.597,,22.183,23.818,203.244
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c44,Kara,Assoli,Assoli 3,Soudou,Nsp,False,False,1.3542889512401242,9.357843108594594,Non renseigné,Assoli 3,Assoli,Concordant,11.834,27.546,107.773,11.768,27.35,52.759,319.728,343.363,,27.06,28.619,204.96
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c43,Kara,Assoli,Assoli 3,Soudou,Nsp,False,False,1.3574634746550918,9.357859443389447,Non renseigné,Assoli 3,Assoli,Concordant,12.181,27.77,108.055,12.116,27.574,52.936,319.699,343.372,,27.282,28.836,205.001
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c42,Kara,Kéran,Kéran 2,Ossacré,Nsp,False,False,0.7146899999999999,10.072388333333333,Non renseigné,Kéran 2,Kéran,Concordant,28.468,44.599,144.329,18.673,70.394,54.998,410.043,427.495,,76.818,77.386,287.169
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c41,Kara,Assoli,Assoli 3,Soudou,"Moov, Togocom",True,True,1.3300577120864985,9.359062887906713,Moov + Togocom,Assoli 3,Assoli,Concordant,9.172,25.804,105.725,9.133,25.603,51.335,320.114,343.456,,25.336,26.931,204.819
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c40,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2409637829260407,9.35408279432892,Moov + Togocom,Assoli 1,Assoli,Concordant,0.34,22.137,97.761,0.321,21.932,48.032,320.677,342.922,,21.802,23.435,203.548
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c3f,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6063366666666667,9.700136666666667,Non renseigné,Dankpen 1,Dankpen,Concordant,1.033,1.698,102.093,0.998,66.196,55.551,373.4,388.755,,52.286,66.061,249.038
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c3e,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6079894937465325,9.689443490129953,Non renseigné,Dankpen 1,Dankpen,Concordant,0.046,0.496,100.914,0.164,65.724,55.542,372.211,387.554,,51.117,65.614,247.84
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c3d,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2493400000000001,9.352886666666667,Moov + Togocom,Assoli 1,Assoli,Concordant,0.844,22.503,98.376,0.381,22.297,48.443,320.428,342.776,,22.152,23.791,203.463
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c3c,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2481293699933793,9.352496325859157,Togocom seul,Assoli 1,Assoli,Concordant,0.757,22.508,98.247,0.281,22.302,48.442,320.402,342.734,,22.16,23.798,203.413
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c3b,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2481880071887885,9.352356537845537,Togocom seul,Assoli 1,Assoli,Concordant,0.771,22.525,98.242,0.268,22.319,48.459,320.386,342.718,,22.177,23.815,203.397
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c3a,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2471939472593403,9.352184890876588,Moov + Togocom,Assoli 1,Assoli,Concordant,0.702,22.514,98.146,0.226,22.308,48.443,320.381,342.701,,22.168,23.805,203.373
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c39,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2459146680210884,9.3516169759255,Moov + Togocom,Assoli 1,Assoli,Concordant,0.663,22.538,97.998,0.072,22.332,48.459,320.336,342.64,,22.195,23.831,203.302
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c38,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2455347648641943,9.35148163193322,Togocom seul,Assoli 1,Assoli,Concordant,0.655,22.542,97.956,0.027,22.336,48.461,320.326,342.625,,22.199,23.835,203.285
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c37,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2451391051964922,9.35135136179503,Moov + Togocom,Assoli 1,Assoli,Concordant,0.648,22.544,97.914,0.018,22.339,48.461,320.317,342.612,,22.203,23.839,203.268
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c36,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2470321010456409,9.350865813626065,Moov + Togocom,Assoli 1,Assoli,Concordant,0.802,22.65,98.038,0.09,22.445,48.577,320.237,342.554,,22.306,23.943,203.225
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c35,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2510936213720505,9.352068103406824,Togocom seul,Assoli 1,Assoli,Concordant,1.056,22.644,98.465,0.469,22.438,48.591,320.314,342.682,,22.291,23.931,203.383
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c34,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.252255,9.352601708050722,Moov + Togocom,Assoli 1,Assoli,Concordant,1.145,22.624,98.601,0.609,22.417,48.576,320.356,342.74,,22.268,23.909,203.449
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c33,Kara,Assoli,Assoli 1,Bafilo,Nsp,False,False,1.2435296825505004,9.350943232750653,Non renseigné,Assoli 1,Assoli,Concordant,0.641,22.544,97.75,0.201,22.339,48.45,320.295,342.569,,22.206,23.84,203.214
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c32,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6090135456150793,9.689590059071168,Non renseigné,Dankpen 1,Dankpen,Concordant,0.091,0.502,100.936,0.208,65.619,55.428,372.193,387.548,,51.09,65.508,247.829
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c31,Kara,Assoli,Assoli 1,Bafilo,Nsp,False,False,1.2433088521070472,9.349609808762184,Non renseigné,Assoli 1,Assoli,Concordant,0.785,22.681,97.636,0.295,22.476,48.584,320.151,342.421,,22.345,23.978,203.064
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c30,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2597848768687268,9.354938880014844,Moov + Togocom,Assoli 1,Assoli,Concordant,1.742,22.63,99.402,1.47,22.424,48.605,320.512,342.99,,22.259,23.904,203.756
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c2f,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2598253575351792,9.35536773774204,Moov + Togocom,Assoli 1,Assoli,Concordant,1.719,22.587,99.436,1.492,22.38,48.562,320.559,343.038,,22.215,23.86,203.804
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c2e,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2425685218028348,9.352979027290035,Togocom seul,Assoli 1,Assoli,Concordant,0.407,22.298,97.816,0.123,22.093,48.202,320.533,342.797,,21.961,23.595,203.434
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c2d,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2423451320121894,9.353806077426537,Togocom seul,Assoli 1,Assoli,Concordant,0.317,22.203,97.857,0.171,21.998,48.107,320.627,342.889,,21.866,23.5,203.525
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c2c,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2407673763486753,9.35504367305479,Togocom seul,Assoli 1,Assoli,Concordant,0.273,22.028,97.814,0.342,21.823,47.924,320.786,343.03,,21.693,23.326,203.654
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c2b,Kara,Assoli,Assoli 1,Bafilo,Moov,False,True,1.241262480214107,9.36175086381892,Moov seul,Assoli 1,Assoli,Concordant,0.589,21.318,98.341,0.437,21.113,47.23,321.519,343.774,,20.979,22.614,204.401
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c2a,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.24083824550366,9.362012220310318,Moov + Togocom,Assoli 1,Assoli,Concordant,0.63,21.278,98.325,0.475,21.073,47.188,321.554,343.804,,20.94,22.574,204.428
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c29,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2450822702659763,9.363099759315904,Togocom seul,Assoli 1,Assoli,Concordant,0.177,21.282,98.757,0.674,21.077,47.218,321.614,343.918,,20.935,22.573,204.572
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c28,Kara,Assoli,Assoli 1,Bafilo,Moov,False,True,1.2464649880396794,9.363113244130236,Moov seul,Assoli 1,Assoli,Concordant,0.061,21.323,98.873,0.764,21.117,47.265,321.596,343.917,,20.972,22.611,204.582
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c27,Kara,Assoli,Assoli 1,Bafilo,Nsp,False,False,1.2469672532648528,9.363538277677709,Non renseigné,Assoli 1,Assoli,Concordant,0.043,21.293,98.945,0.835,21.086,47.238,321.636,343.964,,20.941,22.58,204.632
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c26,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.247382382194835,9.363689073907683,Moov + Togocom,Assoli 1,Assoli,Concordant,0.087,21.289,98.991,0.878,21.083,47.236,321.647,343.98,,20.937,22.577,204.651
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c25,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2598807198317323,9.354787422217685,Togocom seul,Assoli 1,Assoli,Concordant,1.76,22.65,99.399,1.474,22.443,48.624,320.494,342.973,,22.279,23.923,203.74
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c24,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2650134508520494,9.35517737862463,Moov + Togocom,Assoli 1,Assoli,Concordant,2.23,22.799,99.861,2.022,22.592,48.778,320.468,343.011,,22.419,24.064,203.818
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c23,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2650014798328784,9.355389516091046,Togocom seul,Assoli 1,Assoli,Concordant,2.219,22.776,99.875,2.028,22.569,48.756,320.492,343.035,,22.396,24.042,203.841
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c22,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2653829041280433,9.355568604736625,Moov + Togocom,Assoli 1,Assoli,Concordant,2.249,22.772,99.92,2.073,22.565,48.752,320.507,343.054,,22.391,24.037,203.864
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c21,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.265244830151102,9.355471013368529,Togocom seul,Assoli 1,Assoli,Concordant,2.239,22.777,99.901,2.056,22.57,48.757,320.498,343.043,,22.396,24.042,203.852
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c20,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.265568314973162,9.355608951422159,Togocom seul,Assoli 1,Assoli,Concordant,2.266,22.775,99.938,2.094,22.568,48.755,320.509,343.058,,22.394,24.04,203.869
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c1f,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2673828472535447,9.355723483529808,Moov + Togocom,Assoli 1,Assoli,Concordant,2.445,22.834,100.1,2.289,22.627,48.814,320.497,343.07,,22.449,24.095,203.895
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c1e,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.268823295966575,9.354820464809158,Togocom seul,Assoli 1,Assoli,Concordant,2.629,22.985,100.158,2.417,22.778,48.964,320.379,342.968,,22.598,24.244,203.805
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c1d,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6072416666666667,9.698835,Non renseigné,Dankpen 1,Dankpen,Concordant,0.876,1.541,101.953,0.841,66.063,55.472,373.232,388.594,,52.115,65.931,248.873
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c1c,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2583046450065563,9.356907457544864,Moov + Togocom,Assoli 1,Assoli,Concordant,1.488,22.371,99.418,1.424,22.164,48.344,320.749,343.211,,22.001,23.646,203.965
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c1b,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2578945093326117,9.356742142371285,Togocom seul,Assoli 1,Assoli,Concordant,1.459,22.374,99.371,1.376,22.167,48.346,320.736,343.193,,22.005,23.649,203.944
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c1a,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6095827964633819,9.702583366061397,Non renseigné,Dankpen 1,Dankpen,Concordant,1.302,1.948,102.382,1.268,65.924,55.163,373.553,388.953,,52.406,65.781,249.217
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c19,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.2521135351637407,9.353753360549291,Moov + Togocom,Assoli 1,Assoli,Concordant,1.086,22.496,98.672,0.665,22.29,48.45,320.485,342.868,,22.14,23.781,203.576
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c18,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.6093366666666667,9.688276666666667,Non renseigné,Dankpen 1,Dankpen,Concordant,0.21,0.359,100.792,0.184,65.549,55.416,372.043,387.398,,50.941,65.441,247.679
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c17,Kara,Assoli,Assoli 1,Bafilo,"Moov, Togocom",True,True,1.242194187623462,9.35780156472184,Moov + Togocom,Assoli 1,Assoli,Concordant,0.139,21.769,98.132,0.028,21.563,47.679,321.07,343.334,,21.43,23.064,203.968
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c16,Kara,Assoli,Assoli 1,Bafilo,Nsp,False,False,1.242646998968158,9.356640223445455,Non renseigné,Assoli 1,Assoli,Concordant,0.001,21.906,98.086,0.158,21.701,47.817,320.936,343.204,,21.567,23.202,203.841
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c15,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2411655725753439,9.359569310477863,Togocom seul,Assoli 1,Assoli,Concordant,0.365,21.55,98.175,0.207,21.345,47.458,321.279,343.532,,21.213,22.847,204.159
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c14,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2442199922477424,9.352644850244307,Togocom seul,Assoli 1,Assoli,Concordant,0.476,22.38,97.93,0.072,22.174,48.293,320.473,342.757,,22.039,23.674,203.407
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c13,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.607845,9.687201666666665,Non renseigné,Dankpen 1,Dankpen,Concordant,0.291,0.263,100.664,0.135,65.679,55.596,371.978,387.312,,50.893,65.575,247.602
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c12,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Nsp,False,False,0.5962683333333333,9.692616666666668,Non renseigné,Dankpen 1,Dankpen,Concordant,1.293,1.618,101.214,1.262,67.056,56.76,372.934,388.152,,51.944,66.945,248.495
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c11,Kara,Assoli,Assoli 1,Bouladè,Nsp,False,False,1.2211516666666666,9.423503333333334,Non renseigné,Assoli 1,Assoli,Concordant,7.217,14.124,101.379,7.645,13.919,40.018,328.615,350.682,,13.799,15.426,211.166
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c10,Kara,Assoli,Assoli 1,Bouladè,Nsp,False,False,1.23369997112383,9.384497184602436,Non renseigné,Assoli 1,Assoli,Concordant,2.716,18.662,99.397,3.095,18.457,44.568,324.134,346.318,,18.328,19.96,206.889
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c0f,Kara,Assoli,Assoli 1,Bafilo,Togocom,True,False,1.2372646342503566,9.366915069469858,Togocom seul,Assoli 1,Assoli,Concordant,1.086,20.654,98.387,1.128,20.449,46.549,322.145,344.356,,20.321,21.953,204.954
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c0e,Kara,Assoli,Assoli 1,Bafilo,Nsp,False,False,1.242130589518406,9.354021481463105,Non renseigné,Assoli 1,Assoli,Concordant,0.297,22.174,97.854,0.203,21.969,48.077,320.654,342.914,,21.837,23.471,203.548
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c0d,Kara,Assoli,Assoli 2,Koumondè,Togocom,True,False,1.2380847126424723,9.300485505162456,Togocom seul,Assoli 2,Assoli,Concordant,6.264,27.901,93.753,5.609,27.698,53.66,314.81,336.969,,27.592,29.21,197.58
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c0c,Kara,Dankpen,Dankpen 3,Bapuré,Nsp,False,False,0.6229750000000001,9.526513333333332,Non renseigné,Dankpen 3,Dankpen,Concordant,11.611,17.699,82.934,11.611,62.169,59.54,354.453,369.469,,34.171,62.472,229.877
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c0b,Kara,Dankpen,Dankpen 3,Bapuré,Nsp,False,False,0.62103,9.523483333333333,Non renseigné,Dankpen 3,Dankpen,Concordant,11.28,18.018,82.582,11.278,62.395,59.882,354.199,369.182,,33.998,62.706,229.605
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c0a,Kara,Binah,Binah 1,Pagouda,Nsp,False,False,1.3277939740646225,9.75462418304303,Non renseigné,Binah 1,Binah,Concordant,0.538,27.406,136.741,0.18,27.526,24.031,363.932,387.435,,26.938,26.361,248.612
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c09,Kara,Binah,Binah 1,Pagouda,Nsp,False,False,1.3278077606619478,9.754249422909973,Non renseigné,Binah 1,Binah,Concordant,0.503,27.372,136.709,0.14,27.492,24.035,363.89,387.393,,26.905,26.327,248.571
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-5c08,Kara,Dankpen,Dankpen 3,Bapuré,Nsp,False,False,0.6170733333333334,9.524738333333334,Non renseigné,Dankpen 3,Dankpen,Concordant,11.443,17.851,82.689,11.439,62.823,60.207,354.467,369.406,,34.348,63.13,229.851
